RodID;SectionID;Timesteps;AverageBurnup;AveragePower;AveragePowerRate;HoldTime;IntegratedPower;AverageRodPressure;FGR;GapWidth_mid;GapWidth_end;InterfaceP_mid;InterfaceP_end;CladInnerTemp_mid;CladInnerTemp_end;CladRadDisp_mid;CladRadDisp_end;CladInnerStress_r_mid;CladInnerStress_r_end;CladInnerStrain_r_mid;CladInnerStrain_r_end;CladInnerCreep_r_mid;CladInnerCreep_r_end;RidgeHeight
6;B;15071382.703707932;4457.7001991;262581405.77;-1.247603291623573;15071322.703707932;3956738147220549.5;5171587.833;0.01051261667;3.581673336e-05;3.294207163e-05;0.0;0.0;597.453436;601.6931833;-5.620312728e-06;-5.657292567e-06;-5170907.253;-5171190.608;0.00382176796;0.003897912522;0.001931864416;0.001997061309;0.0
6;B;15120060.0;4472.0961619;262520675.82;-1.2476031872360447;15120000.0;3969518422025118.5;5171709.762;0.01058253678;3.576714964e-05;3.28941771e-05;0.0;0.0;597.445989;601.6800402;-5.64354863e-06;-5.680563893e-06;-5173335.829;-5173390.415;0.003823831106;0.003899885083;0.001935547741;0.002000689958;0.0
6;B;15235209.463672385;4506.1414756;262448845.4;-0.6238016027964653;15235149.463672385;3999743401431534.5;5172119.781;0.01068010887;3.564891697e-05;3.277821574e-05;0.0;0.0;597.4392208;601.6613062;-5.698333289e-06;-5.735312553e-06;-5171320.167;-5171456.158;0.00382885282;0.003904708144;0.001944247292;0.002009259257;0.0
6;B;15350529.186543172;4540.2277829;262376908.77;-0.6238016204790756;15350469.186543172;4030004781694703.0;5172550.201;0.01078004212;3.553053003e-05;3.26623489e-05;0.0;0.0;597.4324802;601.6424389;-5.753098087e-06;-5.790058447e-06;-5171745.257;-5171848.85;0.00383385224;0.003909505209;0.001952943941;0.002017824897;0.0
6;B;15466048.398051431;4574.3636773;262304847.7;-0.6238016089200069;15465988.398051431;4060310193094794.5;5172981.756;0.01088010527;3.541245416e-05;3.254686834e-05;0.0;0.0;597.4257186;601.623564;-5.807878814e-06;-5.844823923e-06;-5172223.034;-5172019.607;0.00383885088;0.003914301717;0.001961640109;0.002026389275;0.0
6;B;15581764.468722405;4608.5483337;262232663.82;-0.6238016861568219;15581704.468722405;4090658902971107.0;5173415.229;0.01098033677;3.529469336e-05;3.243168241e-05;0.0;0.0;597.4189318;601.6046473;-5.862673764e-06;-5.899604219e-06;-5172637.495;-5172677.043;0.003843848105;0.003919095912;0.001970335796;0.002034952456;0.0
6;B;15697674.559869085;4642.7808659;262160358.92;-0.6238015972958472;15697614.559869085;4121050124502345.0;5173873.202;0.01108088903;3.5177111e-05;3.231682994e-05;0.0;0.0;597.4121289;601.5857057;-5.917475617e-06;-5.954386432e-06;-5173056.883;-5173204.033;0.003848845712;0.003923888409;0.001979030997;0.00204351443;0.0
6;B;15813776.446638957;4677.0605696;262087934.37;-0.6238016626167002;15813716.446638957;4151483232495772.0;5174350.577;0.01118345176;3.505878101e-05;3.220191771e-05;0.0;0.0;597.4053418;601.5666507;-5.972326017e-06;-6.009218952e-06;-5175952.278;-5176373.009;0.003853821288;0.00392865979;0.001987725558;0.002052075077;0.0
6;B;15930067.78288577;4711.3867056;262015391.65;-0.6238015860961185;15930007.78288577;4181957570552904.5;5174835.673;0.01128625898;3.494052102e-05;3.208736304e-05;0.0;0.0;597.3985485;601.5474982;-6.027128642e-06;-6.064004942e-06;-5176194.29;-5176678.826;0.0038588229;0.003933452464;0.001996419812;0.002060634759;0.0
6;B;16046546.240124645;4745.7585405;261942732.2;-0.6238016172467589;16046486.240124645;4212472487514816.5;5175324.199;0.0113892239;3.48225204e-05;3.19732197e-05;0.0;0.0;597.3917403;601.5283259;-6.081965072e-06;-6.118824534e-06;-5176660.638;-5177167.952;0.003863816857;0.003938239175;0.002005113655;0.002069193368;0.0
6;B;16163209.114240617;4780.1752308;261869957.71;-0.6238016211364406;16163149.114240617;4243027234466476.0;5175814.781;0.01149423978;3.470359619e-05;3.185911145e-05;0.0;0.0;597.3849708;601.5089856;-6.136928875e-06;-6.173762267e-06;-5176620.086;-5177172.71;0.00386881058;0.003943023228;0.002013807167;0.002077751026;0.0
6;B;16280051.238385525;4814.6352077;261797071.4;-0.6238016514455738;16279991.238385525;4273620418479409.0;5176306.619;0.01159958017;3.458479922e-05;3.174526526e-05;0.0;0.0;597.3781855;601.4896073;-6.191716494e-06;-6.228514694e-06;-5176283.729;-5176711.205;0.003873801919;0.003947805233;0.002022499926;0.002086307302;0.0
6;B;16397074.90008529;4849.1391013;261724071.85;-0.6238016221650814;16397014.90008529;4304252599059590.5;5176800.44;0.01170587044;3.446570814e-05;3.163174891e-05;0.0;0.0;597.3714112;601.4701191;-6.246585221e-06;-6.283355812e-06;-5176826.545;-5177153.121;0.00387879823;0.003952593076;0.002031192479;0.002094862772;0.0
